review_id,user_name,rating,title,review_text,app_version,vote_sum,review_date,app_name,app_slug,platform,store_id
14457577937,manusia ini,5,JADI GA RAGU PKE SEABANK,"tiba2 saldo di tahan karna ada yg melaporkan, tpi bisa balik lgi setelah 3 hari, mksiiii",3.50.0,0,2026-08-21T23:09:09-07:00,SeaBank,seabank,app_store,1525477806
14457553098,Sitompul 80,5,Mantap,"Krennnn, cepat dan simpel",3.50.0,0,2026-08-21T22:58:03-07:00,SeaBank,seabank,app_store,1525477806
14456933261,Sanjaya_18,5,SeaBank,Sangat mebantu transaksi dan   umkm,3.50.0,0,2026-08-21T18:36:44-07:00,SeaBank,seabank,app_store,1525477806
14456822925,SYFVCK,5,Ok,Good apps,3.50.0,0,2026-08-21T17:53:14-07:00,SeaBank,seabank,app_store,1525477806
14456419977,Januarius jalung,5,Bintang tiga dulu,Tiga aja dulu kalo amanah baru di kasih ful bintangnya,3.50.0,0,2026-08-21T15:11:30-07:00,SeaBank,seabank,app_store,1525477806
14456299784,penolong123,5,penolong,sangat membantu,3.50.0,0,2026-08-21T14:23:55-07:00,SeaBank,seabank,app_store,1525477806
14455251800,Mahdi mufid,5,Sangat baik,Bagus gampang gratis lagi saat bermanfaat,3.50.0,0,2026-08-21T08:30:28-07:00,SeaBank,seabank,app_store,1525477806
14454710688,Nama pengguna 100,5,Good,Good,3.49.0,0,2026-08-21T05:54:30-07:00,SeaBank,seabank,app_store,1525477806
14454180413,Ga oy,1,Aduan ga ada respon,Aduan ga ada respon sampai ber bulan2,3.50.0,0,2026-08-21T02:54:08-07:00,SeaBank,seabank,app_store,1525477806
14453980854,Sartina lukman,5,Kerennn polll,"Sangat cocok untuk sya yg hampir tiap hari harus transfer, pkoknya yg punya usaha  pake seabank ajah",3.50.0,0,2026-08-21T01:33:29-07:00,SeaBank,seabank,app_store,1525477806
14453798282,ciiaaaaaaaaaaaa,5,hemmm,"enak bngt nyambung sama shoppe payy, free admin kemana aja lagi",3.50.0,0,2026-08-21T00:16:45-07:00,SeaBank,seabank,app_store,1525477806
14453554803,M.sulton,5,Kemudahan dari kemajuan teknologi,Dengan menggunakan seabank semua urusan jadi lebih gampang terimakasih seabank☕️😊,3.50.0,0,2026-08-20T22:30:26-07:00,SeaBank,seabank,app_store,1525477806
14452720717,rasabil,5,Layanan,Cepat dan no admin itu yang penting,3.50.0,0,2026-08-20T16:55:32-07:00,SeaBank,seabank,app_store,1525477806
14451863728,Manto25,5,Good,Good,3.50.0,0,2026-08-20T11:33:23-07:00,SeaBank,seabank,app_store,1525477806
