review_id,user_name,rating,title,review_text,app_version,vote_sum,review_date,app_name,app_slug,platform,store_id
14454781949,vaynovaa,5,Aplikasi Mobile Banking,Fitur sangat lengkap dan sangat mudah untuk digunakan,1.60.4,0,2026-08-21T06:15:37-07:00,PermataMobile X,permata_x,app_store,1323973644
14452203300,Memey Tan,1,Tidak ada solusi,"Tidak bisa login ke permata me dikarenakan biometrik face id. Sdh ke bank diberikan solusi permata net. Ga mslh krn yng ptg bs login aja. Skrg per tgl 01 sept permata net akan ditutup. Cb call center minta bantu spya login permata me asik suruh buat laporan. Sdh dtg ke bank nih, yang punya rekening saya sendiri, bawa data lengkap tapi tetap ga bs bantu login kan aplikasi. Muter2 terus tanpa solusi buat laporan. Ampun deh",1.60.4,0,2026-08-20T13:32:41-07:00,PermataMobile X,permata_x,app_store,1323973644
14450371780,orgorgorgorgorg,1,dana yang tertahan,"gilaa masa kata cs nya harus ada dana yang tertahan 30rb di mbanking, terus kalo dipake gabisa. kalau orang mau butuh banget walaupun cmn 30rb gimana? sistem aneh",1.60.4,0,2026-08-20T04:01:56-07:00,PermataMobile X,permata_x,app_store,1323973644
14446491508,Zalfa Alifia,5,Aplikasi terbaik,Fitur sangat lengkap dan mudah dipahami,1.60.4,0,2026-08-19T04:45:49-07:00,PermataMobile X,permata_x,app_store,1323973644
14446445113,Plaw274@,5,Pelayanan bagus,Pelayanan bagus🙏😍,1.60.4,0,2026-08-19T04:30:36-07:00,PermataMobile X,permata_x,app_store,1323973644
14439125202,4rdi5un,1,Tidak bisa Login,"Abis verifikasi, dan Centang (berhasil) tidak masuk ke Step Selanjutnya",1.60.4,0,2026-08-17T08:02:59-07:00,PermataMobile X,permata_x,app_store,1323973644
14436845486,djoko sutrisno,1,Mental terus saat dibuka,"Aplikasinya mental terus saaat di buka di hp saya,, iphone xs ios 18",1.60.4,0,2026-08-16T17:52:09-07:00,PermataMobile X,permata_x,app_store,1323973644
14425984614,tarisa hermalia putri,5,cs,cs sangat membantu untuk membuka rekening,1.60.2,0,2026-08-14T02:10:00-07:00,PermataMobile X,permata_x,app_store,1323973644
14425309357,poppy maria harnis,5,ok,ok,1.60.2,0,2026-08-13T21:23:14-07:00,PermataMobile X,permata_x,app_store,1323973644
14425244629,Ganippp,5,Bagus,Bagus,1.60.2,0,2026-08-13T20:56:06-07:00,PermataMobile X,permata_x,app_store,1323973644
14425148756,Wpdockcdj,1,Apk lemot,"Makin di update makin kagak jelas nih apk, masih pagi udah ganguan aja ini aplikator",1.60.2,0,2026-08-13T20:18:48-07:00,PermataMobile X,permata_x,app_store,1323973644
14425114480,Wng1,5,Baik,Baik dan canggih,1.60.2,0,2026-08-13T20:05:18-07:00,PermataMobile X,permata_x,app_store,1323973644
14421443409,Silvia1598,5,Proses,Proses pendaftaran mudah,1.60.2,0,2026-08-12T22:43:52-07:00,PermataMobile X,permata_x,app_store,1323973644
14420669475,the.gme,1,Beware of this bank,"Cape2 ngumpulin poin selama ini d devaluasi mendadak, merasa tertipu ama ini bank, not a transparant bank. Time to close their credit card",1.60.2,0,2026-08-12T17:38:49-07:00,PermataMobile X,permata_x,app_store,1323973644
14412864837,Mutiara. 11,5,Permateme terbaik,Bagus sekali,1.60.2,0,2026-08-10T19:38:56-07:00,PermataMobile X,permata_x,app_store,1323973644
14409605438,Erik estalda,5,Aplikasi good,Aplikasi mudah dan fast response,1.60.2,0,2026-08-10T00:47:51-07:00,PermataMobile X,permata_x,app_store,1323973644
14409216528,satrio pramudya,5,permata bank,aplikasi nya mudah,1.60.2,0,2026-08-09T21:53:20-07:00,PermataMobile X,permata_x,app_store,1323973644
14408910524,Qwrrty1,5,Good,Good,1.60.2,0,2026-08-09T19:43:30-07:00,PermataMobile X,permata_x,app_store,1323973644
14397525131,Risnass,5,Can Binjai,Teller ramah,1.60.2,0,2026-08-06T21:14:53-07:00,PermataMobile X,permata_x,app_store,1323973644
14396982990,Revania HP,5,Aplikasi PermataMe ok banget,Lengkap banget fiturnya cepat banget aksesnya,1.60.2,0,2026-08-06T17:42:27-07:00,PermataMobile X,permata_x,app_store,1323973644
14393341790,putu dewi,5,Penggunaan Aplikasi,Tidak ada kendala selama menggunakan Aplikasi ini,1.60.2,0,2026-08-05T19:58:08-07:00,PermataMobile X,permata_x,app_store,1323973644
14393019168,Cookiemons99,5,Sangat lengkap untuk segala transaksi,Segala transaksi dapat dilakukan dalam satu aplikasi dan memudahkan saat berhalangan datang ke cabang,1.60.2,0,2026-08-05T17:56:23-07:00,PermataMobile X,permata_x,app_store,1323973644
14392805018,Nirmalandyara,5,Excellent,"Good Apps, Ease Use Apps, and Thank you for Rio Aquila as Teller from Menara Batavia to Helping Me❤️",1.60.2,0,2026-08-05T16:33:19-07:00,PermataMobile X,permata_x,app_store,1323973644
14390055848,Nuril Tazkiyah,5,Puas,Good sangat membantu!!,1.60.2,0,2026-08-05T01:21:44-07:00,PermataMobile X,permata_x,app_store,1323973644
14389698205,Mama BBM,5,Berhasil instal,Cepat,1.60.2,0,2026-08-04T22:52:01-07:00,PermataMobile X,permata_x,app_store,1323973644
14389627542,Chanwoo_12,5,Bank permata rs mandaya puri,Pelayanan baik dan ramah serta security sangat membantu dengan sabar,1.60.2,0,2026-08-04T22:21:44-07:00,PermataMobile X,permata_x,app_store,1323973644
14389201648,Rio Aquila,5,sangat puas!!,"kemudahan transaksi tanpa harus login untuk pembayaran QR dan tampilan sangat simple dan mudah untuk di akses, pernah juga butuh informasi buat telepon permatatel gratis ga pakai pulsa… sangat best permata",1.60.2,0,2026-08-04T19:29:23-07:00,PermataMobile X,permata_x,app_store,1323973644
14386405945,Viea4,5,Kemudahan transaksi,Transaksi sangat mudah dan cepat,1.60.2,0,2026-08-04T04:09:57-07:00,PermataMobile X,permata_x,app_store,1323973644
14385169765,Tutut Wijayanti,5,Baikk,Baikkk,1.60.2,0,2026-08-03T19:53:15-07:00,PermataMobile X,permata_x,app_store,1323973644
14385040542,putra917,5,aplikasi bagus dan cepat,cepat dan amanah,1.60.2,0,2026-08-03T19:05:41-07:00,PermataMobile X,permata_x,app_store,1323973644
14384895851,Marianamarianam,5,Very Good,"Aplikasi cepat, mudah digunakan, memenuhi kebutuhan perbankan dalam 1 genggaman",1.60.2,0,2026-08-03T18:13:49-07:00,PermataMobile X,permata_x,app_store,1323973644
14384815550,Elsvanie,5,Terbaik,"Pengalaman saya memakai permata me sangat memuaskan , cepat, dan transaksi aman sejauh ini",1.60.2,0,2026-08-03T17:44:06-07:00,PermataMobile X,permata_x,app_store,1323973644
14374904305,Lutficantiq,1,Reset password selalu problem,Untuk reset password selalu problem seperti ada bugs di aplikasinya sudah email dan call tetep tidak solve,1.60.2,0,2026-08-01T07:33:16-07:00,PermataMobile X,permata_x,app_store,1323973644
14374868509,cicing naskleng,1,kurang nyaman,makin hari makin banyak ga jelas dulu nyaman banget makeknya skrg udah kebanyakan potongan,1.60.2,0,2026-08-01T07:23:19-07:00,PermataMobile X,permata_x,app_store,1323973644
14371576405,Agra2806,1,Terlalu sering pemeliharaan,"Terlalu sering pemeliharaan, bikin repot mau transaksi",1.60.2,0,2026-07-31T11:13:34-07:00,PermataMobile X,permata_x,app_store,1323973644
14371451961,Dimas ramdan,1,Mbanking ter-gak jelas,"Jelek nih apk, banyak banget gangguan 
Di maksimalin lagi dong gimana sih 
Orng klo urgent gimana klo mbangking yg ada duitnya cuma disini 
0/10.000",1.60.2,0,2026-07-31T10:33:54-07:00,PermataMobile X,permata_x,app_store,1323973644
