review_id,app_name,app_slug,platform,store_id,user_name,rating,review_text,thumbs_up,review_date,app_version,dev_reply
0e6577c8-5250-4cc8-892e-252f95dd632f,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,Devi Nadilla,5,ok,0,2026-08-22 20:23:06,26.7.4,Hai Warga Bank Saqu! Terima kasih banyak atas ulasan yang luar biasa dan rating 5-nya! ð Kami sangat senang mendengar bahwa kamu puas dengan aplikasi kami. Umpan balik positif kamu sangat memotivasi kami untuk terus meningkatkan dan memberikan layanan terbaik. Semoga hari kamu menyenangkan!
8c3edb46-2d8c-4efe-8fe9-903f0c10ff6e,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,Ajeslin Vivi Andani Daeli,2,Aplikasi ini sangat bagus tapi setelah saya gunakan beberapa Minggu aplikasi nya GK bisa d buka katanya aplikasi ini SDH berhenti...untung ja uang q SDH q tarik semua d dlm nya klo GK hangus tu pasi karna aplikasi nya GK bisa d gunakan lagi,4,2026-08-22 11:58:34,26.5.5,"Hai Warga Bank Saqu! Mohon maaf atas pengalaman kurang menyenangkan yang kamu alami. Kami ingin memahami lebih lanjut mengenai kendala yang kamu alami dan memberikan solusi yang terbaik. Yuk, ceritakan kepada kami melalui Contact Center Bank Saqu di nomor telepon 1500388 / 021 3000 3388, email dibantu@banksaqu.co.id."
396e72d5-920d-47f5-a4ba-4c4c85e9ee92,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,Moneng Rama,5,sanggar baik,0,2026-08-22 09:24:17,26.7.5,Hai Warga Bank Saqu! Terima kasih banyak atas ulasan yang luar biasa dan rating 5-nya! ð Kami sangat senang mendengar bahwa kamu puas dengan aplikasi kami. Umpan balik positif kamu sangat memotivasi kami untuk terus meningkatkan dan memberikan layanan terbaik. Semoga hari kamu menyenangkan!
6537a607-1202-4a36-b67d-ad64ca99a2cb,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,Yuni Anita,5,Terima kasih mas Fariz sales bank saqu sdh menjelaskan dgn proper. Jujur aplikasinya berguna dan worth it bgt ko. Aplikasinya friendly sekali ko.,0,2026-08-22 09:01:29,,Hai Warga Bank Saqu! Terima kasih banyak atas ulasan yang luar biasa dan rating 5-nya! ð Kami sangat senang mendengar bahwa kamu puas dengan aplikasi kami. Umpan balik positif kamu sangat memotivasi kami untuk terus meningkatkan dan memberikan layanan terbaik. Semoga hari kamu menyenangkan!
f3f56f06-9fe2-4f96-85fe-f82584c1dfc1,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,Subriadi Nasution,5,bank Saqu paling rekomendasi untuk membantu finansial anda proses cepat aplikasinya juga mulus dengan fitur lengkap,0,2026-08-22 04:30:55,26.7.5,Hai Warga Bank Saqu! Terima kasih banyak atas ulasan yang luar biasa dan rating 5-nya! ð Kami sangat senang mendengar bahwa kamu puas dengan aplikasi kami. Umpan balik positif kamu sangat memotivasi kami untuk terus meningkatkan dan memberikan layanan terbaik. Semoga hari kamu menyenangkan!
e6f04101-baba-4e68-ad5b-da27c9dd221c,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,Tengku T Wirajaya,5,mantap dan keren,0,2026-08-22 00:00:56,26.7.4,Hai Warga Bank Saqu! Terima kasih banyak atas ulasan yang luar biasa dan rating 5-nya! ð Kami sangat senang mendengar bahwa kamu puas dengan aplikasi kami. Umpan balik positif kamu sangat memotivasi kami untuk terus meningkatkan dan memberikan layanan terbaik. Semoga hari kamu menyenangkan!
2098230f-f599-491a-be4e-c07638eb940d,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,asrul haq18,5,bagus,0,2026-08-21 19:48:57,26.7.5,Hai Warga Bank Saqu! Terima kasih banyak atas ulasan yang luar biasa dan rating 5-nya! ð Kami sangat senang mendengar bahwa kamu puas dengan aplikasi kami. Umpan balik positif kamu sangat memotivasi kami untuk terus meningkatkan dan memberikan layanan terbaik. Semoga hari kamu menyenangkan!
2d30a8b2-c845-4b7f-b730-e15a4f4b87ee,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,Kumaedi 1988,3,"aplikasi lambat,berat....kurang sat set.....",0,2026-08-21 19:31:37,26.7.5,"Hai Warga Bank Saqu! Mohon maaf atas pengalaman kurang menyenangkan yang kamu alami. Kami ingin memahami lebih lanjut mengenai kendala yang kamu alami dan memberikan solusi yang terbaik. Yuk, ceritakan kepada kami melalui Contact Center Bank Saqu di nomor telepon 1500388 / 021 3000 3388, email dibantu@banksaqu.co.id."
7eb4a5d3-66ab-4f1a-97a2-1c168dd6d997,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,Naila Fauziah,1,"makin ga jls nih bank, mau tf aja ga bsa²",0,2026-08-21 17:52:14,26.7.4,"Hai Warga Bank Saqu! Mohon maaf atas pengalaman kurang menyenangkan yang kamu alami. Kami ingin memahami lebih lanjut mengenai kendala yang kamu alami dan memberikan solusi yang terbaik. Yuk, ceritakan kepada kami melalui Contact Center Bank Saqu di nomor telepon 1500388 / 021 3000 3388, email dibantu@banksaqu.co.id."
e5b671d1-5395-48f9-a087-7f602ff1da85,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,Nindi Dwi Septiyanti,5,aplikasi sangat membantu saat kebutuhan,0,2026-08-21 17:24:49,,Hai Warga Bank Saqu! Terima kasih banyak atas ulasan yang luar biasa dan rating 5-nya! ð Kami sangat senang mendengar bahwa kamu puas dengan aplikasi kami. Umpan balik positif kamu sangat memotivasi kami untuk terus meningkatkan dan memberikan layanan terbaik. Semoga hari kamu menyenangkan!
26e75cf7-7b2b-47fd-b5e2-b2a145e846a3,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,Yusmariyanti,5,"Bank Saqu sangat membantu nasabahnya dalam transaksi ke uangan. Nasabah tidak perlu lagi repot-repot menyetor uang secara tunai, dengan adanya aplikasi bank saqu ini nasabah sangat terbantu dalam pembiayaan. semoga program program yang ada di bank Saqu memberikan kemudahan bagi nasabah dalam transaksi secara online. Dengan bank Saqu ini saya bisa melakukan transaksi keuangan yaitu biaya kredit mobil di Astra Daihatsu. Dengan kerjasama yang dilakukan Astra Daihatsu dengan Bank Saqu sukses selalu",0,2026-08-21 15:41:46,26.7.5,Hai Warga Bank Saqu! Terima kasih banyak atas ulasan yang luar biasa dan rating 5-nya! ð Kami sangat senang mendengar bahwa kamu puas dengan aplikasi kami. Umpan balik positif kamu sangat memotivasi kami untuk terus meningkatkan dan memberikan layanan terbaik. Semoga hari kamu menyenangkan!
1af11a42-a823-4351-bbf9-3b7cf42207e3,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,Keros Benes,5,buat nabung enak yimpen uang,0,2026-08-21 13:22:20,26.7.4,Hai Warga Bank Saqu! Terima kasih banyak atas ulasan yang luar biasa dan rating 5-nya! ð Kami sangat senang mendengar bahwa kamu puas dengan aplikasi kami. Umpan balik positif kamu sangat memotivasi kami untuk terus meningkatkan dan memberikan layanan terbaik. Semoga hari kamu menyenangkan!
795fdae4-5f57-40f9-acd9-c41211bc3d8f,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,Rizal Setiawan,5,ok dan mantap,0,2026-08-21 10:04:26,26.7.4,Hai Warga Bank Saqu! Terima kasih banyak atas ulasan yang luar biasa dan rating 5-nya! ð Kami sangat senang mendengar bahwa kamu puas dengan aplikasi kami. Umpan balik positif kamu sangat memotivasi kami untuk terus meningkatkan dan memberikan layanan terbaik. Semoga hari kamu menyenangkan!
f0c7a9e0-4ce2-4961-82ce-31dcb5e3398f,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,januarii,5,bagus,0,2026-08-21 08:36:25,26.7.4,Hai Warga Bank Saqu! Terima kasih banyak atas ulasan yang luar biasa dan rating 5-nya! ð Kami sangat senang mendengar bahwa kamu puas dengan aplikasi kami. Umpan balik positif kamu sangat memotivasi kami untuk terus meningkatkan dan memberikan layanan terbaik. Semoga hari kamu menyenangkan!
bbd664ae-5a64-4433-a8ea-826d613290c1,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,triple a,2,"di awal ok, tapi lama lama setelah update malah jadi lemot 🥲",0,2026-08-21 08:18:33,26.7.4,"Hai Warga Bank Saqu! Mohon maaf atas pengalaman kurang menyenangkan yang kamu alami. Kami ingin memahami lebih lanjut mengenai kendala yang kamu alami dan memberikan solusi yang terbaik. Yuk, ceritakan kepada kami melalui Contact Center Bank Saqu di nomor telepon 1500388 / 021 3000 3388, email dibantu@banksaqu.co.id."
9bfae698-4bb8-452f-b0d9-afed1a45f0df,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,royno bach,5,"Pertama kali, mudah-mudahan dapat kejutan reward",0,2026-08-21 05:26:32,26.7.4,Hai Warga Bank Saqu! Terima kasih banyak atas ulasan yang luar biasa dan rating 5-nya! ð Kami sangat senang mendengar bahwa kamu puas dengan aplikasi kami. Umpan balik positif kamu sangat memotivasi kami untuk terus meningkatkan dan memberikan layanan terbaik. Semoga hari kamu menyenangkan!
227a7253-3997-458c-a666-394019db33cd,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,ร็อบบี้ เส้นชายทะเล,5,ok,0,2026-08-21 00:14:40,26.7.5,
4e4b9480-4ff6-4c1a-88af-d4125d891123,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,BPTD Sumatera Utara,1,kebanyakan maintenance,0,2026-08-20 22:51:58,26.7.5,"Hai Warga Bank Saqu! Mohon maaf atas pengalaman kurang menyenangkan yang kamu alami. Kami ingin memahami lebih lanjut mengenai kendala yang kamu alami dan memberikan solusi yang terbaik. Yuk, ceritakan kepada kami melalui Contact Center Bank Saqu di nomor telepon 1500388 / 021 3000 3388, email dibantu@banksaqu.co.id."
7d6d0624-ddad-4088-a59a-92ad5875407f,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,Andika Pratama,5,canggih,0,2026-08-20 21:46:34,26.7.4,Hai Warga Bank Saqu! Terima kasih banyak atas ulasan yang luar biasa dan rating 5-nya! ð Kami sangat senang mendengar bahwa kamu puas dengan aplikasi kami. Umpan balik positif kamu sangat memotivasi kami untuk terus meningkatkan dan memberikan layanan terbaik. Semoga hari kamu menyenangkan!
ad87a23e-ecea-4b45-92d7-ca50f4754cd8,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,Hery Bukhari,5,Sangat memudahkan dalam bertransaksi,0,2026-08-20 20:45:15,26.7.4,Hai Warga Bank Saqu! Terima kasih banyak atas ulasan yang luar biasa dan rating 5-nya! ð Kami sangat senang mendengar bahwa kamu puas dengan aplikasi kami. Umpan balik positif kamu sangat memotivasi kami untuk terus meningkatkan dan memberikan layanan terbaik. Semoga hari kamu menyenangkan!
14a8a6e3-3cee-474e-8d39-06463efc90b1,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,Komar mar,5,wow,0,2026-08-20 20:18:24,26.7.4,Hai Warga Bank Saqu! Terima kasih banyak atas ulasan yang luar biasa dan rating 5-nya! ð Kami sangat senang mendengar bahwa kamu puas dengan aplikasi kami. Umpan balik positif kamu sangat memotivasi kami untuk terus meningkatkan dan memberikan layanan terbaik. Semoga hari kamu menyenangkan!
62b87c6b-cc13-496b-bf11-8de552add96c,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,Maylinda Rahmayanti,5,baik,0,2026-08-20 19:57:47,26.7.4,Hai Warga Bank Saqu! Terima kasih banyak atas ulasan yang luar biasa dan rating 5-nya! ð Kami sangat senang mendengar bahwa kamu puas dengan aplikasi kami. Umpan balik positif kamu sangat memotivasi kami untuk terus meningkatkan dan memberikan layanan terbaik. Semoga hari kamu menyenangkan!
100c91b7-5275-4374-8c5d-c5045c8c9abe,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,Recomendasi Produk,5,saku pinjam pasti autollll,0,2026-08-20 19:30:34,,Hai Warga Bank Saqu! Terima kasih banyak atas ulasan yang luar biasa dan rating 5-nya! ð Kami sangat senang mendengar bahwa kamu puas dengan aplikasi kami. Umpan balik positif kamu sangat memotivasi kami untuk terus meningkatkan dan memberikan layanan terbaik. Semoga hari kamu menyenangkan!
d5287358-9cae-4370-a78e-e44cf656eac1,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,Nank Obeth,5,SDH bintang 5 tp GK nmbh2 limit,0,2026-08-20 19:21:11,,"Hai Warga Bank Saqu! Mohon maaf atas pengalaman kurang menyenangkan yang kamu alami. Kami ingin memahami lebih lanjut mengenai kendala yang kamu alami dan memberikan solusi yang terbaik. Yuk, ceritakan kepada kami melalui Contact Center Bank Saqu di nomor telepon 1500388 / 021 3000 3388, email dibantu@banksaqu.co.id atau chat di aplikasi Bank Saqu."
d085d888-31d8-485c-8590-cf65257480ec,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,Bang Jhon,5,lebih baik lagi bisa transfer ke Acun Wallet,0,2026-08-20 15:25:41,26.7.5,Hai Warga Bank Saqu! Terima kasih banyak atas ulasan yang luar biasa dan rating 5-nya! ð Kami sangat senang mendengar bahwa kamu puas dengan aplikasi kami. Umpan balik positif kamu sangat memotivasi kami untuk terus meningkatkan dan memberikan layanan terbaik. Semoga hari kamu menyenangkan!
665064a7-805a-4b9e-8a01-f616b3deddb1,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,Bayu Bondan Bagus Nur Rohman,1,"kalo ada maintenance atau gangguan sistem tolong di adain notifikasi pemberitahuan nya, uang 945ribu balikin aja deh, kecewa pakai bank saqu, di komplain gak selesai-selesai, jawaban nya itu itu doang, aneh ini bank saqu",0,2026-08-20 13:26:29,26.7.4,"Hai Warga Bank Saqu! Mohon maaf atas pengalaman kurang menyenangkan yang kamu alami. Kami ingin memahami lebih lanjut mengenai kendala yang kamu alami dan memberikan solusi yang terbaik. Yuk, ceritakan kepada kami melalui Contact Center Bank Saqu di nomor telepon 1500388 / 021 3000 3388, email dibantu@banksaqu.co.id."
c2e9df8b-7b6c-4322-b837-0eff657e728a,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,Ade Black,4,sangat membantu terimakasih,0,2026-08-20 11:35:15,26.7.4,Hai Warga Bank Saqu! Terima kasih banyak atas ulasan yang luar biasa dan rating-nya! ð Kami sangat senang mendengar bahwa kamu puas dengan aplikasi kami. Umpan balik positif kamu sangat memotivasi kami untuk terus meningkatkan dan memberikan layanan terbaik. Semoga hari kamu menyenangkan!
335cb778-3cd0-445a-a380-be95bb9d9c45,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,Rancagede 175,5,gooddd,0,2026-08-20 11:07:34,26.7.5,Hai Warga Bank Saqu! Terima kasih banyak atas ulasan yang luar biasa dan rating 5-nya! ð Kami sangat senang mendengar bahwa kamu puas dengan aplikasi kami. Umpan balik positif kamu sangat memotivasi kami untuk terus meningkatkan dan memberikan layanan terbaik. Semoga hari kamu menyenangkan!
dd40d451-9c7e-4dfa-a11c-2d79fa9762df,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,Arif Arif,3,baru mau coba,0,2026-08-20 09:56:29,26.7.5,"Hai Warga Bank Saqu! Terima kasih telah memilih aplikasi Bank Saqu. Kami berharap fitur-fitur di aplikasi Bank Saqu dapat membantu setiap transaksi keuangan kamu. Jika ada yang bisa kami tingkatkan, jangan ragu untuk memberi tahu kami. Semoga bintang-bintangnya bertambah ya! ð"
637a66f2-2d4a-4d8b-963c-89eb2c95b069,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,hari adi,5,mantap,0,2026-08-20 07:19:27,26.7.5,Hai Warga Bank Saqu! Terima kasih banyak atas ulasan yang luar biasa dan rating 5-nya! ð Kami sangat senang mendengar bahwa kamu puas dengan aplikasi kami. Umpan balik positif kamu sangat memotivasi kami untuk terus meningkatkan dan memberikan layanan terbaik. Semoga hari kamu menyenangkan!
3ee5db1e-5a11-4424-b37e-16c9e6ae2f5b,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,Bravo Super,5,bagus & mudah di gunakan,0,2026-08-20 00:37:00,,Hai Warga Bank Saqu! Terima kasih banyak atas ulasan yang luar biasa dan rating 5-nya! ð Kami sangat senang mendengar bahwa kamu puas dengan aplikasi kami. Umpan balik positif kamu sangat memotivasi kami untuk terus meningkatkan dan memberikan layanan terbaik. Semoga hari kamu menyenangkan!
8ab7992a-6af4-4640-ac85-c316b06465ac,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,YOGI MAHPUD ANWAR,5,bagus dan baik,0,2026-08-19 23:19:15,26.7.4,Hai Warga Bank Saqu! Terima kasih banyak atas ulasan yang luar biasa dan rating 5-nya! ð Kami sangat senang mendengar bahwa kamu puas dengan aplikasi kami. Umpan balik positif kamu sangat memotivasi kami untuk terus meningkatkan dan memberikan layanan terbaik. Semoga hari kamu menyenangkan!
f0ccfdbc-a14b-4387-aed1-9487bda08d66,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,Irwan Ramli,5,bagus,0,2026-08-19 21:07:23,26.7.5,Hai Warga Bank Saqu! Terima kasih banyak atas ulasan yang luar biasa dan rating 5-nya! ð Kami sangat senang mendengar bahwa kamu puas dengan aplikasi kami. Umpan balik positif kamu sangat memotivasi kami untuk terus meningkatkan dan memberikan layanan terbaik. Semoga hari kamu menyenangkan!
83df2138-ed6c-4ec5-a3bd-2053605d7cc4,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,rfln eryd,3,tolong dong di bikin menu hapus riwayat Norekening. seperti dana dan isaku. Ini habis TF kawan Ga bisa kehapus Norek kawan Takut salah TF karena sudah terlalu kebanyakan norek yg terdaftar,0,2026-08-19 19:41:14,26.7.4,"Hai Warga Bank Saqu! Terima kasih banyak atas ulasan rating 3-nya! ðKami ingin memahami lebih lanjut mengenai kendala yang kamu alami dan memberikan solusi yang terbaik. Yuk, ceritakan kepada kami melalui Contact Center Bank Saqu di nomor telepon 1500388 / 021 3000 3388, dan chat bantuan pada aplikasi Bank Saqu."
73ffc18f-f749-4b2a-a13b-391b322803d3,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,Farrel Gulama,1,SPG nya mengganggu waktu katanya cuma 2 menit ini malah sejam mana disuruh download aplikasinya lagi udh gitu disuruh isi dana banknya maksa bgt demi memenuhi target sekarang dana saya jadi korban dan harus terkunci sampai sebulan kedepan,0,2026-08-19 18:54:31,26.7.4,"Hai Warga Bank Saqu! Mohon maaf atas pengalaman kurang menyenangkan yang kamu alami. Kami ingin memahami lebih lanjut mengenai kendala yang kamu alami dan memberikan solusi yang terbaik. Yuk, ceritakan kepada kami melalui Contact Center Bank Saqu di nomor telepon 1500388 / 021 3000 3388, email dibantu@banksaqu.co.id."
a5a932d6-e4d7-48de-bec2-b9a65b4ba392,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,Pay Boy,5,good job,0,2026-08-19 18:40:04,26.7.4,Hai Warga Bank Saqu! Terima kasih banyak atas ulasan yang luar biasa dan rating 5-nya! ð Kami sangat senang mendengar bahwa kamu puas dengan aplikasi kami. Umpan balik positif kamu sangat memotivasi kami untuk terus meningkatkan dan memberikan layanan terbaik. Semoga hari kamu menyenangkan!
8d0a5588-e1e8-4b36-826c-dce4e1757bc1,Bank Saqu,bank_saqu,google_play,bjj.bank.digital.indo.prod,Amin amad,5,bagus buat pengguna baru,0,2026-08-19 17:14:03,,Hai Warga Bank Saqu! Terima kasih banyak atas ulasan yang luar biasa dan rating 5-nya! ð Kami sangat senang mendengar bahwa kamu puas dengan aplikasi kami. Umpan balik positif kamu sangat memotivasi kami untuk terus meningkatkan dan memberikan layanan terbaik. Semoga hari kamu menyenangkan!
