review_id,app_name,app_slug,platform,store_id,user_name,rating,review_text,thumbs_up,review_date,app_version,dev_reply
011deacb-35d7-4f98-9906-3c8d871b2137,Bank Jago,bank_jago,google_play,com.jago.digitalBanking,Ricky Martin,5,gimana cara login nya,0,2026-08-22 19:47:13,8.92.0,
9b012690-1fa2-4bf9-8267-0a8a873af763,Bank Jago,bank_jago,google_play,com.jago.digitalBanking,Malotong Ko,5,"Terbaik appsnya, mudah dipakai dan ngga ribet,bebas iklan buka toko lele cepat bila dijalankan dan mengakses setiap fitur2nya,namun yang disayangkan pernah juga ketika dipakai terkadang agak sulit membukanya pas pada saat koneksi internet lagi kurang stabil, terkadang loadingnya lambat banget dan hanya berputar-putar saja,mungkin cuman itu saja hal yang biasa terjadi di aplikasi ini dan yang lain sesuai pengalaman transaksi sukses, saran dan masukan untuk kedepannya agar yang error dibenahi lagi",0,2026-08-22 19:10:28,8.92.0,
ecb82ae9-64d0-42f1-9148-880ed729efc3,Bank Jago,bank_jago,google_play,com.jago.digitalBanking,Gopur Jaelani,5,"sangat bagus dan menarik fitur ² nya,mudah untuk transanksi,mungkin kalo bisa setor tunai di Atm akan sangat berguana banget. semoga bank jagi segera mengembangkannya☺️",0,2026-08-22 18:22:14,8.92.0,
d744a6bd-96a5-4406-b683-8b1998b300aa,Bank Jago,bank_jago,google_play,com.jago.digitalBanking,Makuttu Manre,5,"bagus recommended dan sangat cepat digunakan, bebas yang namanya iklan buka toko lele cepat bila dijalankan dan mengabsen setiap fitur-fiturnya, namun yang disayangkan pernah juga ketika dipakai terkena agak sulit untuk pada saat koneksi internet lagi kurang stabil, terkadang loadingnya lambat banget dan kamu berputar-putar saja, mungkin cuman itu saja hal yang biasa terjadi di sini dan yang lain sesuai pengalaman transaksi sukses, cara memasukkan untuk kedepannya yang error dibenahi semua nya.",0,2026-08-22 18:06:13,8.92.0,
19ed1d46-a16b-4edf-bbbe-708dc8a4684c,Bank Jago,bank_jago,google_play,com.jago.digitalBanking,Akhmad Faqih,5,memuaskan,0,2026-08-22 17:32:53,8.92.0,
a9565c85-6a88-4e25-a75b-68d99ccc6aa8,Bank Jago,bank_jago,google_play,com.jago.digitalBanking,Abu Nawaz,1,"Aplikasi banyak bug, tapi developernya gak bisa benerin",0,2026-08-22 16:48:59,8.92.0,"Halo, Jagoan! Mohon maaf atas ketidaknyamanannya ya. Untuk kendala yang kamu alami, bisakah diinformasikan secara detail ke Tanya Jago di nomor 1500746 /+62 21 3000 0746 atau email ke tanya@jago.com? Kami dengan senang hati akan membantu kamu. :)"
3e1d4e8d-41ce-418e-8f5b-0d27fa5f2d86,Bank Jago,bank_jago,google_play,com.jago.digitalBanking,Beny Hermawan syah,1,"heran sama ,bank satu ini . saldo saya 100 rb ,kok gak bisa transfer",0,2026-08-22 14:31:15,8.92.0,"Halo, Jagoan! Mohon maaf atas ketidaknyamanannya ya. Untuk kendala yang kamu alami, bisakah diinformasikan secara detail ke Tanya Jago di nomor 1500746 /+62 21 3000 0746 atau email ke tanya@jago.com? Kami dengan senang hati akan membantu kamu. :)"
45daf661-f9b9-45b3-8f53-1c1250eff8f3,Bank Jago,bank_jago,google_play,com.jago.digitalBanking,Ahyar Str,1,"Lupa pasword diblokir, kode OTP pun tak dikirim, kenapa bank jago tak koperatif dengan menahan uang nasabah ? Kalau keluarga mu susah tak makan, jangan uang orang diambil",0,2026-08-22 12:35:04,8.92.0,"Halo, Jagoan! Mohon maaf atas ketidaknyamanannya. Kami mengerti atas pengalaman kurang baik yang kamu alami. Untuk membantu kamu lebih lanjut, mohon menghubungi Tanya Jago di 1500746 / 021-30000746 atau email ke tanya@jago.com untuk kami cek lebih lanjut terkait kendala tersebut. Kami tunggu laporan dari kamu ya."
50b9bab7-000c-44f7-b5f7-6ad2c13d310e,Bank Jago,bank_jago,google_play,com.jago.digitalBanking,Arfan Gifhari,5,mantap bos,0,2026-08-22 12:29:30,8.92.0,
c81f08f6-4d15-4db4-b5fe-1ed95ca262b3,Bank Jago,bank_jago,google_play,com.jago.digitalBanking,driya (de),1,"jatuh tempo pembayaran masih sekitar 1 mingguan lagi,,,yg bikin kurang nya setiap saat di telp terus,,,jadi sangat risih",0,2026-08-22 12:15:40,8.92.0,"Halo, Jagoan. Mohon maaf atas kendala yang terjadi ya. Kamu tidak perlu khawatir, kamu bisa menjelaskan detail kendala tersebut melalui email di tanya@jago.com atau call center 1500 746 untuk kami bantu tangani lebih lanjut. Terima kasih :)"
7a3db688-8dfd-4b97-8e0d-19560703d290,Bank Jago,bank_jago,google_play,com.jago.digitalBanking,Oded Supa,1,dari semalam beli pulsa Axis seharga 30ribu sampai sekarang jam 12:13 belum sampai juga bikin malas bertransaksi nih di jago,0,2026-08-22 12:14:10,8.92.0,"Halo, Jagoan. Mohon maaf atas kendala yang terjadi ya. Kamu tidak perlu khawatir, kamu bisa menjelaskan detail kendala tersebut melalui email di tanya@jago.com atau call center 1500 746 untuk kami bantu tangani lebih lanjut. Terima kasih :)"
48bb0932-aca5-470f-8161-f2b746ce2b2f,Bank Jago,bank_jago,google_play,com.jago.digitalBanking,Ade Watanabe,1,"bisa ga otp menggunakan email?klo menggunakan nomor itu riskan kartu mati dan hilang,",0,2026-08-22 12:11:15,8.92.0,"Halo, Jagoan. Mohon maaf atas kendala yang terjadi ya. Kamu tidak perlu khawatir, kamu bisa menjelaskan detail kendala tersebut melalui email di tanya@jago.com atau call center 1500 746 untuk kami bantu tangani lebih lanjut. Terima kasih :)"
16fa113c-664a-4663-9936-2131bbe33ad2,Bank Jago,bank_jago,google_play,com.jago.digitalBanking,Choiril Hafidz,5,transaksi sangat mudah👍👍,0,2026-08-22 11:41:52,,
2d11f130-4264-42f0-9b7c-4f03fff895bd,Bank Jago,bank_jago,google_play,com.jago.digitalBanking,Hayalan semata,3,kenapa jadi sering keluar sendiri klw mau buka baru masukin sandi keluar terus kadang,0,2026-08-22 11:37:29,,"Halo, Jagoan. Mohon maaf atas kendala yang terjadi ya. Kamu tidak perlu khawatir, kamu bisa menjelaskan detail kendala tersebut melalui email di tanya@jago.com atau call center 1500 746 untuk kami bantu tangani lebih lanjut. Terima kasih :)"
a72a8856-834e-41cb-a20c-2069b9a79c7d,Bank Jago,bank_jago,google_play,com.jago.digitalBanking,Qrass Limit,5,membantu sekali unk menabung,0,2026-08-22 11:19:50,8.91.0,
8092cc96-0f4a-4f1f-a7b7-f6bf83d27f4b,Bank Jago,bank_jago,google_play,com.jago.digitalBanking,Fredi Ismail,5,sangat baik dengan banyak free admin transfer ke bank mana saja,0,2026-08-22 08:26:04,8.92.0,
e0ca08bf-8656-4e8c-a826-ebd3742ca335,Bank Jago,bank_jago,google_play,com.jago.digitalBanking,Reza Pani,5,sangat bagus 👍😍😍😊😊,0,2026-08-22 08:03:43,8.92.0,
838b603c-8ac9-4e40-9997-fb01031a9834,Bank Jago,bank_jago,google_play,com.jago.digitalBanking,alzie patas,5,good,0,2026-08-22 06:27:28,8.92.0,
